"year","MHW","baseline_region","site","latitude","longitude","affiliated_mpa","mpa_class","mpa_designation","zone","transect","red_algae_branching_flat_blade","phaeophyceae","bryozoa","corynactis_californica","coralline_algae_crustose","desmarestia","hydroid","macrocystis_pyrifera","porifera","coralline_algae_erect_articulated","phyllospadix","tunicate_solitary","phragmatopoma_californica","thylacodes_squamigerus_petaloconchus_montereyensis","chlorophyta","tubeworm","clam","cirripedia","diopatra_chaetopterus_spp","cucumaria","tunicate_colonial_compund_social","dodecaceria_fewkesi","egregia_menziesii","dictyoneurum_californicum_reticulatum","dictyotales","diatom_layer","red_algae_leaf_like","stephanocystis_osmundacea","cup_coral","salmacina_tribranchiata","red_algae_encrusting","pachythyone_rubra","red_algae_lacy_branching","red_filamentous_turf","red_algae_cylindrical_branches","tubeworm_mat","stylaster_californicus","scallop","thylacodes_squamigerus","petaloconchus_montereyensis","red_fleshy_algae","octocoral","gorgonian_adult","mytilus_spp","sargassum_muticum","sargassum_horneri","heteropora_pacifica","phoronis_ijimai","tube_building_amphipods","tubeworm_colonial","dodecaceria_fewkesi_concharum","nereocystis_luetkeana","watersipora_subtorquata","gersemia_rubiformis","caprellidae","sargassum_palmeri"
2007,"before","CENTRAL","CANNERY_DC",36.614953,-121.896037,"Lovers Point - Julia Platt SMR","SMR","ref","MID","2",26.3,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,52.6,0,5.3,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","CANNERY_DC",36.614953,-121.896037,"Lovers Point - Julia Platt SMR","SMR","ref","OUTER","1",33.3,0,3.7,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.7,0,3.7,0,3.7,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","CANNERY_DC",36.614953,-121.896037,"Lovers Point - Julia Platt SMR","SMR","ref","OUTER","2",30.8,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,38.5,0,3.8,0,3.8,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","CANNERY_UC",36.612639,-121.894574,"Lovers Point - Julia Platt SMR","SMR","ref","INNER","1",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2,3.7,0,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","CANNERY_UC",36.612639,-121.894574,"Lovers Point - Julia Platt SMR","SMR","ref","INNER","2",25,0,0,0,10.7,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.4,7.1,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","CANNERY_UC",36.612639,-121.894574,"Lovers Point - Julia Platt SMR","SMR","ref","MID","1",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,60,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","CANNERY_UC",36.612639,-121.894574,"Lovers Point - Julia Platt SMR","SMR","ref","MID","2",23.3,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.3,0,3.3,0,0,0,0,0,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","CANNERY_UC",36.612639,-121.894574,"Lovers Point - Julia Platt SMR","SMR","ref","OUTER","1",35,0,5,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","CANNERY_UC",36.612639,-121.894574,"Lovers Point - Julia Platt SMR","SMR","ref","OUTER","2",40,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,40,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","HOPKINS_DC",36.623586,-121.904196,"Lovers Point - Julia Platt SMR","SMR","SMR","INNER","1",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","HOPKINS_DC",36.623586,-121.904196,"Lovers Point - Julia Platt SMR","SMR","SMR","INNER","2",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,73.3,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","HOPKINS_DC",36.623586,-121.904196,"Lovers Point - Julia Platt SMR","SMR","SMR","MID","1",37.9,0,17.2,0,6.9,0,0,0,10.3,0,0,0,0,0,0,0,0,0,0,0,17.2,0,0,0,0,0,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","HOPKINS_DC",36.623586,-121.904196,"Lovers Point - Julia Platt SMR","SMR","SMR","MID","2",45.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,12.5,0,0,0,0,0,12.5,0,4.2,0,0,0,0,4.2,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","HOPKINS_DC",36.623586,-121.904196,"Lovers Point - Julia Platt SMR","SMR","SMR","OUTER","1",38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,3.8,0,0,0,0,46.2,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","HOPKINS_DC",36.623586,-121.904196,"Lovers Point - Julia Platt SMR","SMR","SMR","OUTER","2",37.5,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","HOPKINS_UC",36.621649,-121.900789,"Lovers Point - Julia Platt SMR","SMR","SMR","INNER","1",17.9,0,0,0,0,0,0,3.6,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.1,0,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","HOPKINS_UC",36.621649,-121.900789,"Lovers Point - Julia Platt SMR","SMR","SMR","INNER","2",3.8,0,0,0,3.8,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,69.2,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","HOPKINS_UC",36.621649,-121.900789,"Lovers Point - Julia Platt SMR","SMR","SMR","MID","1",59.3,0,0,0,0,0,0,3.7,0,7.4,0,0,0,0,0,0,0,7.4,11.1,0,0,0,0,0,0,0,0,7.4,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","HOPKINS_UC",36.621649,-121.900789,"Lovers Point - Julia Platt SMR","SMR","SMR","MID","2",57.7,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,23.1,0,0,0,0,0,0,0,0,0,11.5,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","HOPKINS_UC",36.621649,-121.900789,"Lovers Point - Julia Platt SMR","SMR","SMR","OUTER","1",42.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,15.4,0,0,23.1,3.8,0,0,0,0,0,3.8,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","HOPKINS_UC",36.621649,-121.900789,"Lovers Point - Julia Platt SMR","SMR","SMR","OUTER","2",46.2,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,3.8,0,0,0,0,0,26.9,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","LONE_TREE",36.566418,-121.970688,"Carmel Bay SMCA","SMCA","ref","INNER","1",20,0,0,0,0,3.3,0,0,0,56.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","LONE_TREE",36.566418,-121.970688,"Carmel Bay SMCA","SMCA","ref","INNER","2",10.7,0,0,0,0,35.7,0,0,0,35.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","LONE_TREE",36.566418,-121.970688,"Carmel Bay SMCA","SMCA","ref","MID","1",0,0,0,0,42.9,0,0,0,7.1,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","LONE_TREE",36.566418,-121.970688,"Carmel Bay SMCA","SMCA","ref","MID","2",0,0,0,0,27.6,0,0,0,10.3,34.5,0,0,0,0,0,0,0,0,0,0,6.9,6.9,0,0,0,0,0,0,6.9,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","LONE_TREE",36.566418,-121.970688,"Carmel Bay SMCA","SMCA","ref","OUTER","1",0,0,3.3,0,40,0,0,0,0,43.3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","LONE_TREE",36.566418,-121.970688,"Carmel Bay SMCA","SMCA","ref","OUTER","2",0,0,0,0,24,0,0,4,0,36,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","LOVERS_DC",36.625774,-121.910735,"Lovers Point - Julia Platt SMR","SMR","SMR","INNER","1",23.3,0,6.7,0,10,0,0,0,3.3,33.3,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,13.3,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","LOVERS_DC",36.625774,-121.910735,"Lovers Point - Julia Platt SMR","SMR","SMR","INNER","2",20,0,6.7,0,13.3,0,0,3.3,3.3,16.7,0,0,0,0,0,0,0,0,0,0,13.3,0,0,0,0,0,10,0,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","LOVERS_DC",36.625774,-121.910735,"Lovers Point - Julia Platt SMR","SMR","SMR","MID","1",20,0,12,0,24,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","LOVERS_DC",36.625774,-121.910735,"Lovers Point - Julia Platt SMR","SMR","SMR","MID","2",4.3,0,8.7,0,26.1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,4.3,0,8.7,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","LOVERS_DC",36.625774,-121.910735,"Lovers Point - Julia Platt SMR","SMR","SMR","OUTER","1",38.5,0,0,0,19.2,0,0,3.8,0,0,0,0,0,0,0,0,0,0,7.7,0,7.7,0,0,3.8,0,0,7.7,0,3.8,0,0,0,3.8,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","LOVERS_DC",36.625774,-121.910735,"Lovers Point - Julia Platt SMR","SMR","SMR","OUTER","2",46.2,0,15.4,0,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,15.4,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","LOVERS_UC",36.62422,-121.909082,"Lovers Point - Julia Platt SMR","SMR","SMR","INNER","1",20.7,0,0,0,10.3,0,0,0,0,44.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2,0,0,0,3.4,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","LOVERS_UC",36.62422,-121.909082,"Lovers Point - Julia Platt SMR","SMR","SMR","INNER","2",16.7,0,0,0,6.7,0,0,0,0,36.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,23.3,3.3,0,0,0,0,6.7,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","LOVERS_UC",36.62422,-121.909082,"Lovers Point - Julia Platt SMR","SMR","SMR","MID","1",3.6,0,0,0,39.3,0,0,0,0,17.9,0,0,0,0,0,0,0,0,0,0,17.9,0,0,0,0,0,3.6,0,10.7,0,3.6,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","LOVERS_UC",36.62422,-121.909082,"Lovers Point - Julia Platt SMR","SMR","SMR","MID","2",31,0,3.4,0,17.2,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,3.4,0,17.2,6.9,3.4,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","LOVERS_UC",36.62422,-121.909082,"Lovers Point - Julia Platt SMR","SMR","SMR","OUTER","1",62.5,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,4.2,0,0,0,0,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","LOVERS_UC",36.62422,-121.909082,"Lovers Point - Julia Platt SMR","SMR","SMR","OUTER","2",65.4,0,0,0,11.5,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,0,0,3.8,3.8,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","MACABEE_DC",36.618184,-121.896835,"Lovers Point - Julia Platt SMR","SMR","ref","INNER","1",40,0,0,0,3.3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3,0,3.3,0,3.3,0,3.3,0,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"before","CENTRAL","MACABEE_DC",36.618184,-121.896835,"Lovers Point - Julia Platt SMR","SMR","ref","INNER","2",39.2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,33.3,0,2,0,2,0,11.8,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
