"year","MHW","baseline_region","latitude","longitude","site","affiliated_mpa","mpa_class","mpa_designation","zone","transect","total_n_plants","total_n_stipes","pisaster_brevispinus","pterygophora_californica","eisenia_arborea","macrocystis_pyrifera","pisaster_giganteus","stephanocystis_osmundacea","strongylocentrotus_purpuratus","mesocentrotus_franciscanus","patiria_miniata","tethya_californiana","kelletia_kelletii","orthasterias_koehleri","pisaster_ochraceus","dictyoneurum_californicum_reticulatum","pycnopodia_helianthoides","loxorhynchus_grandis","neobernaya_spadicea","cancridae","lytechinus_pictus","dermasterias_imbricata","crassadoma_gigantea","henricia_leviuscula","nereocystis_luetkeana","pomaulax_gibberosus","aplysia_californica","cryptochiton_stelleri","diodora_aspera","mediaster_aequalis","loxorhynchus_crispatus_scyra_acutifrons","stylaster_californicus","haliotis_rufescens","metridium","megathura_crenulata","alaria_marginata","anthopleura_sola","pugettia_producta","megastraea_undosa","anthopleura_xanthogrammica","pugettia_richii","costaria_costata","cucumaria_miniata","cribrinopsis_albopunctata","ceratostoma_foliatum","pugettia_foliata","styela_montereyensis","apostichopus_parvimensis","apostichopus_californicus","laminaria_setchellii","balanus_nubilus","laminaria_farlowii","pleurophycus_gardneri","pachycerianthus_fimbriatus","anthopleura_elegantissima","leptogorgia_chilensis","haliotis_walallensis","haliotis_kamtschatkana","linckia_columbiae","solaster_dawsoni","craniella_arb","aplysia_vaccaria","cryptolithodes_sitchensis","leptasterias_hexactis","whole_urchin_test","urticina"
1999,"before","CENTRAL",36.522225,-121.943542,"BLUEFISH_UC","Point Lobos SMR","SMR","SMR","OUTER","2",NA,NA,0,25,0,0,2,22,0,0,61,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1999,"before","CENTRAL",36.522225,-121.943542,"BLUEFISH_UC","Point Lobos SMR","SMR","SMR","OUTER","2",37,143,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.52381268,-121.945094,"BLUEFISH_DC","Point Lobos SMR","SMR","SMR","INNER","1",NA,NA,0,3,11,0,7,0,5,0,7,5,0,0,1,39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
1999,"before","CENTRAL",36.52381268,-121.945094,"BLUEFISH_DC","Point Lobos SMR","SMR","SMR","INNER","1",45,93,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.52381268,-121.945094,"BLUEFISH_DC","Point Lobos SMR","SMR","SMR","INNER","2",NA,NA,0,1,161,0,4,2,0,0,48,2,0,0,0,21,2,0,0,0,0,0,0,3,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
1999,"before","CENTRAL",36.52381268,-121.945094,"BLUEFISH_DC","Point Lobos SMR","SMR","SMR","INNER","2",21,61,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.52381268,-121.945094,"BLUEFISH_DC","Point Lobos SMR","SMR","SMR","MID","1",NA,NA,0,1,62,0,6,0,54,1,25,6,0,0,0,25,0,0,0,0,0,2,0,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
1999,"before","CENTRAL",36.52381268,-121.945094,"BLUEFISH_DC","Point Lobos SMR","SMR","SMR","MID","1",6,26,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.52381268,-121.945094,"BLUEFISH_DC","Point Lobos SMR","SMR","SMR","MID","2",NA,NA,0,35,86,0,6,0,0,0,34,5,0,0,0,1,0,0,0,0,0,0,0,1,39,1,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
1999,"before","CENTRAL",36.52381268,-121.945094,"BLUEFISH_DC","Point Lobos SMR","SMR","SMR","MID","2",22,76,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.52381268,-121.945094,"BLUEFISH_DC","Point Lobos SMR","SMR","SMR","OUTER","1",NA,NA,0,7,13,0,3,3,1,0,65,7,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
1999,"before","CENTRAL",36.52381268,-121.945094,"BLUEFISH_DC","Point Lobos SMR","SMR","SMR","OUTER","1",36,126,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.52381268,-121.945094,"BLUEFISH_DC","Point Lobos SMR","SMR","SMR","OUTER","2",NA,NA,0,48,69,0,4,1,5,0,83,23,0,0,1,3,0,0,0,0,0,0,0,7,2,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
1999,"before","CENTRAL",36.52381268,-121.945094,"BLUEFISH_DC","Point Lobos SMR","SMR","SMR","OUTER","2",12,118,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.525267,-121.930507,"MONASTERY_UC","Point Lobos SMR","SMR","SMR","INNER","1",NA,NA,0,25,0,0,6,22,0,0,54,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
1999,"before","CENTRAL",36.525267,-121.930507,"MONASTERY_UC","Point Lobos SMR","SMR","SMR","INNER","1",21,88,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.525267,-121.930507,"MONASTERY_UC","Point Lobos SMR","SMR","SMR","INNER","2",NA,NA,0,25,0,0,1,18,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1999,"before","CENTRAL",36.525267,-121.930507,"MONASTERY_UC","Point Lobos SMR","SMR","SMR","INNER","2",11,53,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.525267,-121.930507,"MONASTERY_UC","Point Lobos SMR","SMR","SMR","MID","1",NA,NA,0,18,0,0,7,4,0,0,73,41,0,1,0,0,1,0,0,0,0,0,0,5,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
1999,"before","CENTRAL",36.525267,-121.930507,"MONASTERY_UC","Point Lobos SMR","SMR","SMR","MID","1",45,256,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.525267,-121.930507,"MONASTERY_UC","Point Lobos SMR","SMR","SMR","MID","2",NA,NA,0,1,0,0,3,0,0,0,160,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1999,"before","CENTRAL",36.525267,-121.930507,"MONASTERY_UC","Point Lobos SMR","SMR","SMR","MID","2",47,21,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.525267,-121.930507,"MONASTERY_UC","Point Lobos SMR","SMR","SMR","OUTER","1",NA,NA,0,5,0,0,10,6,0,0,79,19,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
1999,"before","CENTRAL",36.525267,-121.930507,"MONASTERY_UC","Point Lobos SMR","SMR","SMR","OUTER","1",35,163,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.525267,-121.930507,"MONASTERY_UC","Point Lobos SMR","SMR","SMR","OUTER","2",NA,NA,0,39,0,0,12,23,0,0,117,10,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1999,"before","CENTRAL",36.525267,-121.930507,"MONASTERY_UC","Point Lobos SMR","SMR","SMR","OUTER","2",35,126,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.525415,-121.933322,"MONASTERY_DC","Point Lobos SMR","SMR","SMR","INNER","1",NA,NA,0,43,0,0,1,23,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1999,"before","CENTRAL",36.525415,-121.933322,"MONASTERY_DC","Point Lobos SMR","SMR","SMR","INNER","1",9,100,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.525415,-121.933322,"MONASTERY_DC","Point Lobos SMR","SMR","SMR","INNER","2",NA,NA,0,22,0,0,2,19,0,0,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1999,"before","CENTRAL",36.525415,-121.933322,"MONASTERY_DC","Point Lobos SMR","SMR","SMR","INNER","2",8,82,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.525415,-121.933322,"MONASTERY_DC","Point Lobos SMR","SMR","SMR","MID","1",NA,NA,0,14,0,0,14,13,0,0,86,22,0,2,0,0,2,0,0,0,0,5,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
1999,"before","CENTRAL",36.525415,-121.933322,"MONASTERY_DC","Point Lobos SMR","SMR","SMR","MID","1",8,69,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.525415,-121.933322,"MONASTERY_DC","Point Lobos SMR","SMR","SMR","MID","2",NA,NA,0,12,0,0,5,5,0,0,47,1,0,0,0,0,1,0,0,0,0,2,0,3,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1999,"before","CENTRAL",36.525415,-121.933322,"MONASTERY_DC","Point Lobos SMR","SMR","SMR","MID","2",14,127,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.525415,-121.933322,"MONASTERY_DC","Point Lobos SMR","SMR","SMR","OUTER","1",NA,NA,0,9,0,0,4,0,0,0,83,17,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
1999,"before","CENTRAL",36.525415,-121.933322,"MONASTERY_DC","Point Lobos SMR","SMR","SMR","OUTER","1",59,179,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.525415,-121.933322,"MONASTERY_DC","Point Lobos SMR","SMR","SMR","OUTER","2",NA,NA,0,6,0,0,4,3,0,0,115,15,2,1,0,0,1,0,0,0,0,1,0,3,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
1999,"before","CENTRAL",36.525415,-121.933322,"MONASTERY_DC","Point Lobos SMR","SMR","SMR","OUTER","2",3,80,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.559729,-121.944014,"STILLWATER_DC","Carmel Bay SMCA","SMCA","SMCA","INNER","1",NA,NA,0,0,0,0,4,7,6,0,28,2,0,0,0,175,0,0,0,0,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1999,"before","CENTRAL",36.559729,-121.944014,"STILLWATER_DC","Carmel Bay SMCA","SMCA","SMCA","INNER","1",6,57,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.559729,-121.944014,"STILLWATER_DC","Carmel Bay SMCA","SMCA","SMCA","INNER","2",NA,NA,0,8,0,0,3,21,2,0,36,10,0,3,0,9,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1999,"before","CENTRAL",36.559729,-121.944014,"STILLWATER_DC","Carmel Bay SMCA","SMCA","SMCA","INNER","2",27,198,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.559729,-121.944014,"STILLWATER_DC","Carmel Bay SMCA","SMCA","SMCA","MID","1",NA,NA,0,52,0,0,4,10,0,0,127,25,0,0,0,14,0,0,0,0,0,3,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1999,"before","CENTRAL",36.559729,-121.944014,"STILLWATER_DC","Carmel Bay SMCA","SMCA","SMCA","MID","1",59,169,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.559729,-121.944014,"STILLWATER_DC","Carmel Bay SMCA","SMCA","SMCA","MID","2",NA,NA,0,22,0,0,6,19,0,0,66,27,0,0,0,0,1,0,0,0,0,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.559729,-121.944014,"STILLWATER_DC","Carmel Bay SMCA","SMCA","SMCA","MID","2",32,230,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.559729,-121.944014,"STILLWATER_DC","Carmel Bay SMCA","SMCA","SMCA","OUTER","1",NA,NA,0,8,0,0,4,19,0,0,122,27,0,3,0,38,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1999,"before","CENTRAL",36.559729,-121.944014,"STILLWATER_DC","Carmel Bay SMCA","SMCA","SMCA","OUTER","1",20,211,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.559729,-121.944014,"STILLWATER_DC","Carmel Bay SMCA","SMCA","SMCA","OUTER","2",NA,NA,2,28,0,0,1,19,0,0,90,50,0,0,0,41,2,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1999,"before","CENTRAL",36.559729,-121.944014,"STILLWATER_DC","Carmel Bay SMCA","SMCA","SMCA","OUTER","2",34,202,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.560116,-121.94732,"STILLWATER_UC","Carmel Bay SMCA","SMCA","SMCA","INNER","1",NA,NA,0,140,0,0,1,2,0,0,7,0,0,0,0,720,1,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.560116,-121.94732,"STILLWATER_UC","Carmel Bay SMCA","SMCA","SMCA","INNER","1",34,232,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.560116,-121.94732,"STILLWATER_UC","Carmel Bay SMCA","SMCA","SMCA","INNER","2",NA,NA,0,22,0,0,3,9,0,0,47,2,0,0,0,6,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"before","CENTRAL",36.560116,-121.94732,"STILLWATER_UC","Carmel Bay SMCA","SMCA","SMCA","INNER","2",35,246,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
